filename,module_name,module_params,execution_time
0.parquet,llama_index_chunk,"{'chunk_method': 'Token', 'chunk_size': 1024, 'chunk_overlap': 24, 'add_file_name': 'ko'}",0.0034330160113888565
1.parquet,llama_index_chunk,"{'chunk_method': 'Token', 'chunk_size': 512, 'chunk_overlap': 24, 'add_file_name': 'ko'}",0.0033158925667960944
2.parquet,llama_index_chunk,"{'chunk_method': 'Sentence', 'chunk_size': 1024, 'chunk_overlap': 24, 'add_file_name': 'ko'}",0.0011769761835914733
3.parquet,llama_index_chunk,"{'chunk_method': 'Sentence', 'chunk_size': 512, 'chunk_overlap': 24, 'add_file_name': 'ko'}",0.0014096945259541433
