cols/부착대관리번호,cols/상태 (공통),cols/부착방식,cols/부착대방향,cols/신호등수량,cols/배면등수량,cols/신호등종류,cols/지주관리번호,cols/신호발광구분,cols/작업구분 (공통),cols/표출구분 (공통),cols/신규정규화ID,cols/부착대관리번호.1,cols/이력ID,cols/X좌표,cols/Y좌표,cols/공사형태 (공통),lng,lat,inputaddr,z,hc,cols/부착대길이,cols/고가 (공통),cols/배면등종류,cols/공사관리번호,cols/설치일,cols/제조회사,cols/교체일
03-0000051035,1,2,172,1,0,7,02-0000155428,2,6,1,,03-051035,34607,195043.02742,550051.03088,3,126.94390438827256,37.54996443874807,,,,,1,,2013-0201-055,,진우산전(주),
03-0000051042,1,2,80,1,0,7,02-0000155433,2,6,1,,03-051042,35901,195018.63026,550060.19246,3,126.94362823561103,37.550046852919046,,,,,1,,2013-0201-055,,진우산전(주),
03-0000065065,1,3,330,2,0,3,02-0000007218,2,6,1,3206751,03-065065,103139,195027.48647,550043.69115,3,126.94372856880679,37.54989822424235,,,,7,,,2013-0201-055,,,
03-0000064932,1,2,265,1,0,7,02-0000178306,2,6,2,2298885,03-064932,103006,194604.29688,551192.71875,4,126.93893110020784,37.560248551256926,,,,999,1,,2013-0201-064,20140109,진우산전(주),20140109
03-0000064931,1,3,271,2,0,2,02-0000178306,2,6,2,2298884,03-064931,103005,194604.70313,551188.71875,4,126.93893572758084,37.56021251377908,,,,11,1,,2013-0201-064,20140109,진우산전(주),20140109
03-0000058951,1,2,269,1,0,7,02-0000169699,2,6,1,,03-058951,25479,194605.81408,551184.42394,3,126.93894833294283,37.560173824197776,,,,,1,,2013-0201-064,,,
03-0000058950,1,3,270,2,0,2,02-0000169699,2,6,1,,03-058950,25478,194605.92401,551185.92273,3,126.93894956611703,37.560187328885206,,,,9,1,,2013-0201-064,,-,
03-0000064929,1,2,360,1,0,7,02-0000178304,2,1,2,2298682,03-064929,103003,194499.26563,551191.75,4,126.93774235795954,37.5602392020036,,,,999,1,,2013-0201-064,20140109,,20140109
03-0000064928,1,3,272,2,0,2,02-0000178304,2,1,2,2298681,03-064928,103002,194499.32813,551183.4375,4,126.93774312765532,37.56016430705212,,,,12,1,,2013-0201-064,20140109,,20140109
03-0000055658,1,3,271,2,0,2,02-0000162830,2,6,1,,03-055658,29392,194502.05821,551188.7901,3,126.93777398670953,37.56021255007382,,,,9,1,,2013-0201-064,,관급,
03-0000055659,1,2,360,1,0,7,02-0000162830,2,6,1,,03-055659,30708,194502.05821,551188.7901,3,126.93777398670953,37.56021255007382,,,,,1,,2013-0201-064,,,
03-0000065625,1,3,292,2,0,2,02-0000159722,2,1,2,1135591,03-065625,103699,186449.57325,544707.15269,,126.84675524929088,37.501729907119355,,,,7,0,,,,,
03-0000065629,1,2,310,1,0,7,02-0000152556,2,1,1,1189352,03-065629,103703,188843.65751,546546.55435,6,126.87380250850931,37.51833498061601,,,,999,1,,,20140523,,20140523
03-0000065637,1,2,104,1,0,7,02-0000176523,2,1,2,2115274,03-065637,103711,190305.47402,544607.89528,,126.8903636975574,37.50088411424261,,,,0,,,,,,
03-0000065647,1,3,194,1,0,3,02-0000021687,2,1,2,2141621,03-065647,103721,192014.64617,542409.16078,6,126.90971670870958,37.481089733856884,,,,5,1,,,20140526,,20140526
03-0000065694,1,3,123,3,0,3,02-0000020814,2,1,2,2171581,03-065694,103768,193451.2031,542698.4063,6,126.9259559943563,37.4837071536917,,,,11,1,,,20140526,,20140526
03-0000065696,1,2,231,1,0,10,02-0000020828,2,1,2,2171791,03-065696,103770,193530.875,542733.46875,6,126.92685649645304,37.48402363021741,,,,0,1,,,20140526,,20140526
03-0000065699,1,2,5,1,0,7,02-0000020535,2,1,2,2182912,03-065699,103773,194175.5625,542842.1875,6,126.93414482527947,37.485007482423036,,,,999,1,,,20140526,,20140526
03-0000065703,1,3,239,2,2,2,02-0000178941,2,1,2,2191981,03-065703,103777,194631,542659.5625,6,126.93929564959423,37.483364774554,,,,9,1,2,,20140526,,20140526
03-0000065708,1,3,58,1,1,2,02-0000023514,2,1,2,3121712,03-065708,103782,196068.0938,542305.9063,6,126.95554596677472,37.48018553259535,,,,9,1,2,,20140527,,20140527
03-0000065714,1,3,64,3,0,2,02-0000097101,2,1,2,3130572,03-065714,103788,196457.29918,542107.22746,6,126.95994726749329,37.47839699185606,,,,11,,,,20140527,,20140527
03-0000065716,1,2,39,1,0,7,02-0000178943,2,1,1,2152261,03-065716,103790,192320.78125,543069.4375,6,126.9131710175093,37.487041470856475,,,,999,1,,,20140527,,20140527
03-0000065717,1,2,189,1,0,7,02-0000178944,2,1,2,2152331,03-065717,103791,192386.78416,542922.10155,6,126.91391883531121,37.48571450946786,,,,999,1,,,20140527,,20140527
03-0000065720,1,2,331,1,0,10,02-0000025662,2,1,2,2152333,03-065720,103794,192358.35938,542955.75,6,126.91359709297926,37.48601744984556,,,,0,1,,,20140527,,20140527
03-0000065722,1,2,9,1,0,7,02-0000178945,2,1,2,2152412,03-065722,103796,192379.65625,542817.09375,6,126.91383932803816,37.48476832271334,,,,999,1,,,20140527,,20140527
03-0000065727,1,2,10,1,0,7,02-0000025565,2,1,1,2151492,03-065727,103801,192402.92188,542688.53125,6,126.9141037105916,37.48361015645174,,,,999,1,,,20140527,,20140527
03-0000065728,1,3,189,1,0,2,02-0000025567,2,1,1,2151493,03-065728,103802,192415.60717,542714.10928,6,126.91424687315612,37.483840720631136,,,,7,,,,20140527,,20140527
03-0000065730,1,2,9,1,0,2,02-0000172833,2,1,2,2151461,03-065730,103804,192421.79736,542585.86741,6,126.91431818211387,37.48268530231763,,,,4,1,,,20140527,,20140527
03-0000065732,1,2,190,1,0,7,02-0000023155,2,1,2,2151601,03-065732,103806,192473.78125,542242.71875,6,126.91490943571662,37.47959393015786,,,,999,1,,,20140527,,20140527
03-0000065734,1,2,237,1,0,7,02-0000178946,2,1,2,2069071,03-065734,103808,192715.9889,541625.59008,6,126.9176539061879,37.474035487252586,,,,999,1,,,20140528,,20140528
03-0000065746,1,2,268,1,0,7,02-0000178953,2,1,1,4541262,03-065746,103820,201801.56956,562584.95028,,127.02041832287135,37.66290533673826,,,,0,,,,,,
03-0000065752,1,2,7,1,0,7,02-0000142575,2,1,2,2067351,03-065752,103826,192837.79688,540545.34375,6,126.91904144725778,37.46430331210453,,,,999,1,,,20140528,,20140528
03-0000065761,1,3,91,2,0,3,02-0000087398,2,1,2,4582831,03-065761,103835,204102.52849,562925.24289,,127.04649844694717,37.66596391052629,,,,7,1,,,,,
03-0000065762,1,3,7,2,0,2,02-0000116637,2,1,2,4582751,03-065762,103836,204056.10964,563021.42757,,127.04597286596778,37.666830721840014,,,,9,1,,,,,
03-0000065765,1,3,79,2,2,2,02-0000178960,2,1,1,2173422,03-065765,103839,193422.97445,543388.89191,6,126.92563066026676,37.48992827954822,,,,9,,2,,20140528,,20140528
03-0000065773,1,3,263,1,0,2,02-0000178963,2,1,2,3111661,03-065773,103847,195502.21875,542573.53125,6,126.94914656560061,37.482594276166225,,,,7,1,,,20140529,,20140529
03-0000004232,1,3,336,1,0,7,02-0000029353,2,6,2,,03-004232,38019,192044.78125,544707,,126.91003258994012,37.50179367032669,,,,999,1,,2013-0401-003,,,
03-0000064431,1,3,258,2,0,3,02-0000135993,2,1,2,2146981,03-064431,102505,192122.83644,545168.47621,4,126.91091039265434,37.50595226046731,,,,9,1,,2013-0401-003,,,20131208
03-0000008486,1,3,339,2,0,3,02-0000097808,2,6,1,,03-008486,68253,192118.34969,545143.43961,3,126.91085991641957,37.505726641383035,,,,9,1,,2013-0401-003,,,
03-0000006423,1,3,211,2,0,2,02-0000095010,2,6,1,,03-006423,51488,193885.04722,552319.67506,3,126.93078119897163,37.57039788540577,,,,5,1,,2013-0101-016,,,
03-0000033316,1,3,53,3,0,3,02-0000002410,2,6,1,,03-033316,74125,192626.13737,552093.7972,3,126.91653313056126,37.56835352285525,,,,7,1,,2013-0101-016,,,
03-0000065257,1,2,38,1,0,7,02-0000178587,2,6,2,2372452,03-065257,103331,193393.61659,553000.85319,1,126.9252122692639,37.576531867663164,,,,999,1,,2013-0101-016,20131105,고엽제,20131105
03-0000065336,1,2,360,1,0,7,02-0000178631,2,6,2,3280903,03-065336,103410,199176.23194,546793.55543,2,126.99068147421848,37.52062751835708,,,,0,,,2012-0401-001,20131226,한국전기교통,20131226
03-0000065335,1,2,29,1,0,10,02-0000178631,2,6,2,3280902,03-065335,103409,199175.42172,546794.86331,4,126.99067230748254,37.52063930167112,,,,0,,,2012-0401-001,20131226,,20131226
03-0000064428,1,2,109,1,0,7,02-0000177951,2,6,2,1177891,03-064428,102502,188593.66015,545747.27547,4,126.87098701071191,37.51113040993719,,,,,,,2013-0401-003,20131206,,20131206
03-0000065261,1,2,305,1,0,7,02-0000178588,2,6,2,2372721,03-065261,103335,193529.78472,552857.73995,1,126.92675502584464,37.57524339278714,,,,999,1,,2013-0101-016,20131103,고엽제,20131103
03-0000064427,1,2,294,1,0,7,02-0000177950,2,6,2,1178801,03-064427,102501,188584.75168,545751.41475,4,126.87088618621826,37.51116759484316,,,,,,,2013-0401-003,20131206,,20131206
03-0000043038,1,2,85,1,0,7,02-0000127443,2,6,1,,03-043038,22146,188593.49302,545724.86798,3,126.87098546786713,37.51092851590608,,,,,1,,2013-0401-003,,,
03-0000056027,1,2,111,1,0,7,02-0000163098,2,6,1,,03-056027,22144,188593.49302,545738.32879,3,126.8709852591158,37.51104979809427,,,,,1,,2013-0401-003,,,
03-0000061577,1,3,94,2,0,2,02-0000173650,2,6,1,,03-061577,71047,198374.48548,550290.71779,3,126.98160432022898,37.55213590548613,,,,7,1,,2013-0101-148,,.,
03-0000065799,1,3,96,2,0,2,02-0000178988,2,6,2,3277301,03-065799,103873,198349.99648,550293.19999,4,126.98132717668797,37.552158226559044,,,,7,1,,2013-0101-148,20140113,,20140113
03-0000063506,1,3,269,1,0,2,02-0000176954,2,1,2,3294291,03-063506,101580,199287.04302,549243.57712,1,126.99193260012028,37.54270233725152,,,,7,1,,2013-0101-015,20131231,신한개발,20131231
03-0000065829,1,3,201,2,1,1,02-0000179008,2,1,2,2395181,03-065829,103903,194253.60276,554675.33103,,126.93493462875979,37.59162455672087,,,,6,,1,,,,
03-0000065830,1,3,348,2,0,1,02-0000179009,2,1,1,3330361,03-065830,103904,196368.80525,552069.25477,,126.95889756984334,37.56815474702901,,,,6,,,,,,
03-0000018764,1,3,141,2,0,2,02-0000060037,2,1,2,,03-018764,91780,197592.30327,548291.7795,2,126.97275904776555,37.534123772065215,,,,11,1,,2013-0101-098,20140113,,20140113
03-0000033942,1,3,121,1,1,2,02-0000013079,2,1,2,,03-033942,71125,196070.15206,553003.1782,2,126.95551203316728,37.57656812309288,,,,9,1,2,2013-0101-098,20140113,,20140113
03-0000043036,1,3,72,2,0,2,02-0000127437,2,6,1,,03-043036,70489,196966.04327,548729.65905,3,126.96567166410958,37.53806722177157,,,,9,1,,2013-0101-098,,,
03-0000046076,1,3,354,2,0,2,02-0000127437,2,6,1,,03-046076,70488,196966.04327,548729.65905,3,126.96567166410958,37.53806722177157,,,,7,1,2,2013-0101-098,,,
03-0000065840,1,3,292,2,0,2,02-0000132458,2,1,2,3103772,03-065840,103914,195058.78234,543617.28761,6,126.94412592207124,37.49199633641991,,,,7,,,,20140603,,20140603
03-0000065842,1,3,257,2,2,1,02-0000179014,2,1,2,3331641,03-065842,103916,196490.87375,552475.17585,,126.96027735209302,37.57181254945763,,,,5,1,1,,,,
03-0000065844,1,3,221,2,0,1,02-0000179016,2,1,2,3323221,03-065844,103918,195825.98438,553360.125,,126.95274589374314,37.57978311781065,,,,7,1,,,,,
03-0000065851,1,2,354,1,0,7,02-0000179021,2,1,2,3112231,03-065851,103925,195309.51563,542948.78125,6,126.94696541000525,37.48597435137233,,,,999,1,,,20140603,,20140603
03-0000065853,1,3,360,2,0,3,02-0000024489,2,1,2,2181251,03-065853,103927,193796.35126,542536.73375,6,126.92985977276244,37.48225285216654,,,,7,1,,,20140605,,20140605
03-0000065867,1,3,272,1,0,2,02-0000179026,2,1,1,2141493,03-065867,103941,191909.05872,542704.78756,3,126.90851967933926,37.483752435573365,,,,7,,,,20140609,,20140609
03-0000065872,1,3,181,1,0,2,02-0000131561,2,1,2,3130422,03-065872,103946,196378.05844,541880.48335,6,126.95905250993218,37.47635369913502,,,,7,,,,20140609,,20140609
03-0000065887,1,2,355,1,0,7,02-0000179031,2,1,2,3038142,03-065887,103961,196270.69942,540952.79173,6,126.95784346845866,37.467994676762046,,,,0,,,,20140609,,20140609
03-0000065900,1,3,125,1,0,3,02-0000025279,2,1,2,2261201,03-065900,103974,192826.62831,547278.9619,1,126.91884958395624,37.524973531793016,,,,7,,,,,,
03-0000065177,1,3,24,2,0,1,02-0000178540,2,6,2,5189301,03-065177,103251,208852.11508,546251.55244,1,127.10012919168886,37.51570198003034,,,,6,,,2014-0201-011,20140331,양광시스템,
03-0000065923,1,2,198,1,0,7,02-0000179044,2,1,2,5426072,03-065923,103997,205699.55631,560105.3379,,127.06457729692734,37.64054854690929,,,,0,,,,,,
03-0000065929,1,3,113,1,0,2,02-0000179046,2,1,2,5426741,03-065929,104003,206053.03798,559955.20249,,127.06858108035182,37.63919359062637,,,,7,,,,,,
03-0000065930,1,3,359,1,0,2,02-0000179047,2,1,2,5530321,03-065930,104004,206335.61149,561874.30068,,127.07179928634307,37.6564824307031,,,,3,,,,,,
03-0000065938,1,2,170,1,0,7,02-0000085084,2,1,2,5439381,03-065938,104012,206342.77763,561657.70282,,127.07187861643303,37.65453087433815,,,,0,,,,,,
03-0000065945,1,3,278,2,2,1,02-0000042455,2,1,2,6131041,03-065945,104019,211202.00072,542477.45563,,127.12665202483021,37.4816716888052,,,,6,,1,,,,
03-0000065946,1,3,332,1,0,2,02-0000022123,2,1,1,2066941,03-065946,104020,193135.23771,539957.44863,6,126.92240906488075,37.4590085670177,,,,7,,,,20140612,,20140612
03-0000065956,1,2,330,1,0,7,02-0000046477,2,1,2,6145641,03-065956,104030,211979.14063,544471.03125,,127.13547093584612,37.49962416021468,,,,999,1,,,,,
03-0000065962,1,3,266,1,0,2,02-0000018957,2,1,2,2192941,03-065962,104036,194654,542978.21875,6,126.93955338479503,37.486236026013486,,,,6,1,,,20140613,,20140613
03-0000065978,1,4,342,1,0,10,02-0000179063,2,1,2,5147702,03-065978,104052,207064.10938,545259.34375,,127.0798949605709,37.50677755814245,,,,0,1,,,,,
03-0000065983,1,2,83,1,0,7,02-0000020179,2,1,2,3112251,03-065983,104057,195325.46875,543039.8125,6,126.94714521158657,37.48679463088786,,,,999,1,,,20140616,,20140616
03-0000065993,1,3,55,1,0,3,02-0000015344,2,1,2,2132301,03-065993,104067,191376.16562,542795.27394,6,126.90249346558281,37.4845629056859,,,,7,0,,,20140616,,20140616
03-0000066025,1,2,295,1,0,7,02-0000175800,2,1,2,4336391,03-066025,104099,201344.19609,555217.1673,6,127.01522107714977,37.596523408744574,,,,999,1,,,20140618,,20140618
03-0000066031,1,2,203,1,0,7,02-0000179083,2,1,2,4334971,03-066031,104105,201666.18757,554107.43307,6,127.01886464100008,37.58652426474304,,,,999,1,,,20140618,,20140618
03-0000066039,1,2,76,1,0,7,02-0000179086,2,1,1,4334383,03-066039,104113,201362.06269,554157.55075,6,127.0154214204688,37.58697632152072,,,,0,,,,20140619,,20140619
03-0000066042,1,3,199,1,0,3,02-0000179087,2,1,2,4325412,03-066042,104116,200927.37293,554302.68237,6,127.01049999996631,37.58828448722266,,,,3,1,,,20140619,,20140619
03-0000066046,1,3,224,1,0,2,02-0000175608,2,1,2,4335162,03-066046,104120,201272.34526,554584.89523,6,127.01440637219238,37.59082679156564,,,,7,1,,,20140619,,20140619
03-0000066056,1,2,180,1,0,10,02-0000077396,2,1,2,4399041,03-066056,104130,204182.76794,556482.27354,6,127.04737101936156,37.607913369844646,,,,0,,,,20140619,,20140619
03-0000066061,1,2,175,1,0,7,02-0000179092,2,1,2,5339162,03-066061,104135,206209.94756,556562.38979,6,127.07033006319118,37.60862375985902,,,,0,,,,20140619,,20140619
03-0000066063,1,3,357,2,0,2,02-0000179093,2,1,2,5339164,03-066063,104137,206215.42931,556553.42631,6,127.07039206998063,37.60854296289114,,,,5,,,,20140619,,20140619
03-0000066064,1,3,221,2,0,2,02-0000076877,2,1,2,5309991,03-066064,104138,205131.31114,556705.74167,6,127.05811509896043,37.609921992195815,,,,7,1,,,20140619,,20140619
03-0000066065,1,2,308,1,0,7,02-0000179094,2,1,2,5133451,03-066065,104139,206399.27034,543532.66114,,127.07236063394399,37.49122489828612,,,,0,0,,,,,
03-0000066066,1,2,27,1,0,7,02-0000179095,2,1,2,5133461,03-066066,104140,206409.89063,543559.71875,,127.0724809598256,37.49146861555736,,,,999,1,,,,,
03-0000066071,1,3,110,1,0,2,02-0000179100,2,1,2,5154751,03-066071,104145,207571.93992,544018.98714,,127.08562574703656,37.49559785954174,,,,5,,,,,,
03-0000066074,1,2,299,1,0,7,02-0000179101,2,1,2,5154754,03-066074,104148,207569.35206,544026.65529,,127.08559656163074,37.495666971223905,,,,0,,,,,,
03-0000066075,1,3,204,2,0,2,02-0000179103,2,1,2,5154851,03-066075,104149,207603.81362,544043.0763,,127.08598643278442,37.49581464246859,,,,6,,,,,,
03-0000066080,1,2,130,1,0,7,02-0000074297,2,1,2,4315631,03-066080,104154,200491.03113,554410.56545,6,127.00555967697481,37.58925684181206,,,,999,1,,,20140619,,20140620
03-0000066085,1,2,42,1,0,7,02-0000179106,2,1,2,4315523,03-066085,104159,200467.97368,554375.72142,6,127.00529858782276,37.58894291172568,,,,999,1,,,20140620,,20140620
03-0000064092,1,2,232,1,0,7,02-0000063276,2,1,2,1210141,03-064092,102166,185264.14402,546990.95146,,126.83330326247396,37.52228879281017,,,,,,,,,,
03-0000064095,1,3,57,1,0,2,02-0000177405,2,1,2,1210253,03-064095,102169,185288.02272,547008.65029,,126.83357303074294,37.52244864001208,,,,5,,,,,,
03-0000063753,1,3,199,2,0,1,02-0000177222,2,6,2,3371231,03-063753,101827,198297.49003,552432.41448,1,126.98072800560695,37.57143238140982,,,,6,,,2013-0201-042,20131119,양광시스템,20131119
03-0000064103,1,2,28,1,0,7,02-0000177407,2,1,2,1210245,03-064103,102177,185297.77919,546974.60961,,126.83368407969067,37.52214208932531,,,,,,,,,,
03-0000064146,1,3,211,1,0,3,02-0000172196,2,1,2,1118354,03-064146,102220,185352.40664,546037.39867,,126.8343207099433,37.5136986910018,,,,6,,,,,,
03-0000064165,1,3,57,2,0,2,02-0000177476,2,1,2,351773,03-064165,102239,182546.05205,552632.23822,,126.80242137615812,37.5730690186154,,,,7,,,,,,
03-0000064169,1,3,236,2,0,2,02-0000177477,2,1,1,1259171,03-064169,102243,187212.59829,551649.15051,,126.8552636193466,37.56428806131974,,,,6,,,,,,
03-0000064171,1,3,135,2,0,2,02-0000177478,2,1,1,1340256,03-064171,102245,186792.21888,552002.8884,3,126.8504991287706,37.56746928586352,,,,7,,,,,,
03-0000064183,1,3,69,3,3,3,02-0000177482,2,1,2,1248115,03-064183,102257,186750.58687,550831.63405,,126.85004904326497,37.55691576239897,,,,9,0,3,,,,
03-0000064206,1,2,79,1,0,7,02-0000177488,2,1,2,1228054,03-064206,102280,185724.63365,551022.85107,,126.83843408260694,37.55862329837265,,,,,1,,,,,
03-0000064208,,3,173,2,0,3,02-0000177494,2,1,2,1209022,03-064208,102282,184715.60684,551350.69375,,126.82700732339771,37.56156095799999,,,,13,,,,,,
03-0000064213,1,2,264,1,0,7,02-0000177491,2,1,2,1209023,03-064213,102287,184719.04278,551388.05991,,126.82704543382714,37.56189768129897,,,,,,,,,,
03-0000064217,1,2,85,1,0,7,02-0000177497,2,1,2,288291,03-064217,102291,183794.17188,551247,,126.81658062444198,37.56061094401564,,,,999,1,,,,,
03-0000064218,1,2,262,1,0,7,02-0000177496,2,1,2,289201,03-064218,102292,183805.625,551268,,126.81670978802129,37.56080035368933,,,,999,1,,,,,
03-0000064226,1,3,325,1,0,2,02-0000065638,2,1,2,1249671,03-064226,102300,186999.15609,551638.56734,,126.85284793230997,37.564189721259105,,,,7,,,,,,
03-0000064247,1,3,228,2,0,3,02-0000166827,2,1,2,2322841,03-064247,102321,191119.45877,552976.21275,1,126.8994679381902,37.57629074184204,,,,7,1,,,,구전산업,
03-0000064255,1,3,354,2,0,2,02-0000177739,2,1,1,1208091,03-064255,102329,184702.32283,551205.85693,3,126.826859992018,37.56025576845233,,,,9,,,,,,
03-0000065319,1,3,89,2,0,1,02-0000178624,2,6,2,2490151,03-065319,103393,194233.26064,557004.23528,1,126.93468595703528,37.6126076220048,,,,5,,,2013-0101-016,20131126,고엽제,20131126
03-0000065296,1,3,290,2,0,1,02-0000178609,2,6,2,3330871,03-065296,103370,196611.18878,552119.02726,4,126.9616409409947,37.5686041182177,,,,9,,,2013-0101-016,20131128,,20131128
03-0000065300,1,3,227,2,0,1,02-0000178611,2,6,2,2395241,03-065300,103374,194293.40591,554489.21306,1,126.93538676176938,37.58994789690324,,,,6,,,2013-0101-016,20131128,고엽제,20131128
03-0000008278,1,3,211,2,0,1,02-0000003668,2,6,1,,03-008278,95960,196627.02474,552117.42899,3,126.96182020070245,37.56858977598391,,,,5,1,,2013-0101-016,,,
03-0000065294,1,2,352,1,0,10,02-0000178601,2,6,2,2350874,03-065294,103368,192615.12824,552130.58472,1,126.91640814476652,37.568684888286484,,,,0,0,,2013-0101-016,20131116,고엽제,20131116
03-0000065290,1,3,169,2,0,2,02-0000178606,2,1,2,2357611,03-065290,103364,192525.26649,555318.05007,1,126.91535846206483,37.597402985440624,,,,7,1,,2013-0101-016,20131014,고엽제,20131014
03-0000065341,1,3,131,2,0,3,02-0000178636,2,6,2,2258883,03-065341,103415,192596.49441,551178.74843,4,126.91620682856468,37.560108738421654,,,,7,1,,2012-0401-001,,,20131226
03-0000065781,1,2,265,1,0,7,02-0000139601,2,1,2,2109548,03-065781,103855,189963.94132,546463.21054,1,126.88647596577559,37.51759691148829,,,,0,,,,20140530,,20140530
03-0000065785,1,3,199,2,2,2,02-0000124211,2,1,2,4590911,03-065785,103859,204665.51268,561807.83035,,127.05287222015681,37.65589354654953,,,,10,1,2,,,,
03-0000066897,1,3,103,2,0,2,02-0000179859,2,6,2,5128082,03-066897,104970,205697.375,546164.4375,4,127.06444423816241,37.51494193163057,,,,7,1,,2014-0101-101,20141118,신한교통,20141118
03-0000066968,1,2,36,1,0,7,02-0000179946,2,6,2,4177181,03-066968,105041,203221.3125,545671.6875,4,127.0364348097955,37.51051419469951,,,,999,1,,2014-0101-103,,진우산전,
03-0000067165,1,3,203,1,0,3,02-0000175202,2,6,1,4187471,03-067165,105238,203886.47705,545617.33033,3,127.04395789632902,37.51002187407373,,,,5,,,2014-0101-104,20150217,,20150217
03-0000067157,1,3,201,1,0,3,02-0000035080,2,6,1,4165131,03-067157,105230,202735.90691,544417.96796,3,127.03093994530555,37.49921968170233,,,,5,,,2014-0101-104,20150217,,20150217
03-0000067133,1,3,103,1,0,3,02-0000037899,2,6,1,4189641,03-067133,105206,203999.10017,546491.81672,3,127.04523647218022,37.517900547977874,,,,5,,,2014-0101-104,20150217,,20150217
03-0000067127,1,3,293,1,0,3,02-0000015467,2,6,1,4168471,03-067127,105200,202912.00661,546136.36664,3,127.0329382310894,37.51470199985266,,,,5,,,2014-0101-104,20150217,,20150217
03-0000067124,1,3,294,1,0,2,02-0000035421,2,6,1,4186722,03-067124,105197,204030.69785,544892.74314,3,127.04558513146777,37.50349269036306,,,,5,,,2014-0101-104,20150217,,20150217
